Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library,is_included,party,coalition,is_personal_page,other_page
105106755732039,Norwani Ahmat,AMANAH,2438,19,yes,AMANAH,PH,,
117300344947762,Teresa Kok,Teresa Kok,2434,15,,,,,
287683225711,UN Environment Programme,UN Environment Programme,2429,16,,,,,
295387227299100,Mohd Helmy B. Abd Latif,Mohd Helmy Bin Abd.Latif,2409,19,,,,,
271122743033133,Mumtaz Md Nawi Official,Mumtaz Md Nawi Official,2400,4,,,,,
287402298568365,Dr. Sathia Prakash Nadarajan,These ads ran without a disclaimer,2390,4,,,,,
104503677562115,YB Summugam Rengasamy,Kusyary Bin Che Rus,2375,238,,,,,
179976812184601,Ewon Ebin,Oscar Donavan E Ebin,2362,14,,,,,
134873294038358,Perikatan Nasional - Bukit Gelugor P051,Evo Marketing,2311,17,,,,,
112303223886349,Saiful Anuar Mokhtar,Saiful Anuar Mokhtar,2303,14,,,,,
811566692326278,Ab Hamid,Aliff Bin Amiruddin,2298,8,,,,,
105000332312217,Mahader Ayob - Kodet,Mahader Ayob - Kodet,2297,38,,,,,
38016124221,Sim Tze Tzin 沈志勤,Sim Tze Tzin,2295,12,,,,,
173935606013378,PahangKu Media,Badrul Hisham,2292,12,,,,,
112512589548367,Bersih dan Stabil : BEST,Bersih dan Stabil : BEST,2289,14,,,,,
195525274565665,Chiong Yoke Kong 张玉刚,Chiong Yoke Kong 张玉刚,2287,5,,,,,
451256781884275,Klondike Adventures,These ads ran without a disclaimer,2267,2,,,,,
149195003923132,Temerloh TV,Temerloh TV,2250,9,,,,,
100170528314632,黄思敏,Parti Keadilan Rakyat,2250,21,yes,PKR,PH,,
110602734051426,Netizen Kuala Langat,Netizen Kuala Langat,2228,1,,,,,
102657801783431,Proud Malaysian,Proud Malaysian,2207,10,,,,,
128497919916,Tony Pua,Democratic Action Party Malaysia,2200,2,yes,DAP,PH,,
212554495440954,Dato Sri Izudin Ishak,Izudin Bin Ishak,2165,67,,,,,
101416618626674,Sabah Media,Aramaitii media sdn bhd,2156,10,,,,,
101561962774411,Shaun Young 杨茂琥 P114 Kepong,My Kepong,2117,11,,,,,
134075903883277,Prabagaran Vythilingam,Prabagaran A/L Vythilingam,2107,17,,,,,
308828149242291,Ahmad Tarmizi Sulaiman,Ahmad Tarmizi Sulaiman,2103,14,,,,,
845030752174530,Ameerah Melaka,Ameerah Melaka,2066,17,,,,,
100705352859866,Dato’ Norzaman,Ammar Hasyiemi Bin Ashaari,2056,27,,,,,
101073996158236,P.033 Besut- ABE ZUL,Megat Ahmad Fadhil Bin Megat Basri,2047,129,,,,,
108077980889088,Wong Tze Shiang,Wong Tze Shiang,2041,30,,,,,
101738685773776,KC Chen 曾国竣,KC Chen 曾国竣,2031,33,,,,,
166738750044444,Sunway Group,Christine Lim May Chuen,2029,8,,,,,
106285668321460,Wong Chia Zhen 黄佳祯,Wong Chia Zhen,2025,20,,,,,
1860176704045970,PAS Kawasan Kuala Kedah,Muhammad Asyraf Bin Anor,2015,34,,,,,
196573983368,Harakahdaily,JABATAN PENERANGAN,2013,6,,,,,
100856848499442,Dr. Abd Latiff Ahmad,Mohd Ikhmal Abu Bakar,2007,24,,,,,
446127318757289,Sirap Limau,Sirap Limau,2000,4,,,,,
193803180998087,LIAM - Life Insurance Association of Malaysia,LIAM - Life Insurance Association of Malaysia,2000,2,,,,,
345717225799009,Kelvin Yii Lee Wuen 俞利文,Kelvin Yii Lee Wuen,2000,3,,,,,
620012405150360,One2FunCraft Studio 温度工作室,One2FunCraft Studio 温度工作室,1994,2,,,,,
104231918021693,Malaysiapost,Malaysiapost,1990,88,,,,,
104799555689134,Tan Lee Huat（陈利发）,Tan Lee Huat,1988,16,,,,,
1173992416022990,Wardah Media,Wardah Media,1980,6,,,,,
101028385846632,Ustaz Hakimi,Ustaz Hakimi,1978,8,,,,,
115195725281815,Noh Omar,Noh Omar,1963,14,,,,,
471405192994807,Dr Hafidzah Mustakim,Dr Hafidzah Mustakim,1934,50,,,,,
219745198133003,Ustaz Haji Shahril Azman Bin Abd Halim Al Hafiz,Rafi'uddin Bin Kamaruddin,1930,32,,,,,
100436122888340,Undi Gombak,Hareeraja Thechina Murthy,1911,8,,,,,
138869716312737,陈泓宾,陈泓宾,1905,18,,,,,
100981439493165,P129 Harapan Kuala Pilah,Edy Noor Bin Reduan,1898,8,,,,,
144912392365553,Dato' Ahmad Yakob,Dato' Ahmad Yakob,1891,41,,,,,
236971840195528,Us. Khalil Yahaya,Us. Khalil Yahaya,1870,14,,,,,
102468725770985,Luahan Bangi,Luahan Bangi,1869,3,,,,,
1552968798293140,Suara.TV,Suara.TV,1845,6,,,,,
1513447625538070,Nicole Wong,MCA,1827,13,,,,,
287683225711,UN Environment Programme,UN Environment Programme with Facebook Ad Credits,1826,21,no,,,,
354288067957683,李政贤,李政贤,1816,8,,,,,
204862942932993,Nikkei Asia,These ads ran without a disclaimer,1808,45,,,,,
108679212047489,Mejar B Abdul Halim bin Abu Bakar,Mahfuz Bin Roslan,1794,8,,,,,
171503937107266,Mohd Nazri Abu Hassan,Mohd Nazri Abu Hassan,1788,10,,,,,
100739269035722,Shahrizal Denci,Jeffery Ngui Voon Chiang,1778,5,,,,,
1974341749547490,Noor Azleen Ambros,Madyasir Bin Ahmad Basir,1774,47,,,,,
544095449124262,Najwah Halimah,Najwah Halimah,1755,4,,,,,
251585348580537,Nuhairi Rahmat,Mohamad Nuhairi Bin Rahmat,1745,24,,,,,
970156726330936,Dato Sri Johny Ch'ng Ewe Gee,Dato Sri Johny Ch'ng Ewe Gee,1711,7,,,,,
100419352856507,BN COMMS Kulim / Bandar Baharu,Nuraini Yusoff,1701,6,,,,,
107201848430984,民兴党Warisan中文版,Cheng Kuan Keet,1698,86,,,,,
471405192994807,Dr Hafidzah Mustakim,AMANAH,1690,13,yes,AMANAH,PH,,
106396774426309,Theng Book 汤木,Theng Book 汤木,1677,9,,,,,
154574060056739,Warta Rakyat,Warta Rakyat,1669,100,,,,,
113456700986972,Malaysia Momentum,Malaysia Harmoni,1656,1,,,,,
266214347268679,Mohd Redzuan Yusof,Mohd Khairulfathi Bin Mokhtar,1653,35,,,,,
288570577986480,Khairol Najib,Parti Amanah Negara,1615,7,,,,,
100601478794003,Bakri Jamaluddin,Bakri Jamaluddin,1614,27,,,,,
101692052738108,Alex Thien 邓靖强,Thien Ching Qiang,1604,18,,,,,
105616389472188,I ♥ PAHANG,I ♥ PAHANG,1599,3,,,,,
159556865294,Nik Nazmi,Nik Nazmi,1593,77,,,,,
2482822431743410,Info PRU P004 Langkawi,Muhamad Aiman Bin Mohd Nahzeri,1586,4,,,,,
100569215711534,Sinar Daily,Sinar Daily,1586,23,,,,,
688039571241120,PAS Parit Buntar,PAS Parit Buntar,1579,8,yes,PAS,PN,,
109611277872855,Wong Siew Mun - 黄绍敏,Wong Siew Mun - 黄绍敏,1575,6,,,,,
105191331427912,Perikatan Nasional Shah Alam,Perikatan Nasional Shah Alam,1549,16,,,,,
151524868347524,Pas Kawasan Muar - Official,Pas Kawasan Muar - Official,1547,5,yes,PAS,PN,,
302289583485368,Chua Wei Kiat,PARTI KEADILAN RAKYAT CABANG SELAYANG,1543,62,yes,PKR,PH,,
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,1532,7,no,,,,
153786688607396,Ustaz Nurul Amin Hamid,Mohd Huzaifah,1526,9,,,,,
940137126142647,Cikgu Maha,Cikgu Maha,1526,6,,,,,
811566692326278,Ab Hamid,Salman Bin Mohd Zaki,1522,12,,,,,
104770629104258,Parlimen Tambun P.063,Muhammad Lokman Hakim Bin Romille,1498,3,,,,,
103737675572838,TNB - 被怀疑偷电，被指责，被起诉 - 怎么办 ？    Sued by TNB ? How to go about next ?,These ads ran without a disclaimer,1481,8,,,,,
102098359364995,Wan Badariah Official,Aliffakhrullah Bin Roslee,1475,17,,,,,
2014180842134730,Dato Haji Mohd Zubir Embong,Izham Bin Amiruddin,1443,3,,,,,
102780751193893,Threebs.co,Threebs.co,1438,8,no,,,,
1665569797007370,Amanah Negeri Selangor,Redzuan Khalib,1424,4,,,,,
157894104408949,Zahida Zarik Khan,Zaparudin Abdul Rahim,1423,21,,,,,
441795545991256,療癒天使的愛情聖殿-女巫Yvette,These ads ran without a disclaimer,1420,3,no,,,,
153786688607396,Ustaz Nurul Amin Hamid,Mohamad Iskandar Bin Padali,1407,9,,,,,
718352778222402,KEADILAN Pulau Pinang,KEADILAN Pulau Pinang,1406,9,,,,,
101117086145333,The Rakyats Voice,These ads ran without a disclaimer,1405,7,,,,,
1620114878091090,Perak Insights,Perak Insights,1401,29,,,,,
110207611731582,Penerangan Bersatu Negeri Sembilan,Iskandar Dzulkarnain Bin Abdul Rahim,1394,22,,,,,
225398407471122,黄日昇,黄日昇,1388,4,,,,,
102662592664570,KJ John P105 Petaling Jaya,Emilia Hartini Binti Abdul Patah,1387,47,,,,,
169284053121990,Pemuda PAS Bangi,These ads ran without a disclaimer,1386,12,,,,,
111064911526774,Advanced Centre for Addiction Treatment Advocacy - ACATA,Advanced Centre for Addiction Treatment Advocacy - ACATA,1377,2,,,,,
347433769191949,Nasrul Ali Hasan Abdul Latif,Nasrul Ali Hasan Abdul Latif,1375,22,,,,,
436345473472088,P107 Parlimen Sungai Buloh,Mohd Izwan Bin A Rashid,1373,8,,,,,
102659372556779,Neow Choo Seong 梁子祥,Neow Choo Seong 梁子祥,1370,12,,,,,
102118712719749,Jasmira Othman,Zafpri Daud,1368,29,,,,,
117084708490603,Ustaz Kamal Ashaari,Rafi'uddin Bin Kamaruddin,1364,19,,,,,
116413006421281,Borneo Kita,Portal Mudah,1360,4,,,,,
1653704224842340,Kelvin Hii 许勋扬,Kelvin Hii 许勋扬,1354,8,,,,,
104488658370453,Wise Angel Training & Consultancy,These ads ran without a disclaimer,1352,1,,,,,
356148967812100,Pemuda PAS Pulau Pinang,Pemuda PAS Pulau Pinang,1351,4,yes,PAS,PN,,
103233771700797,Wong Chai Yi 黄彩仪,Parti Keadilan Rakyat Gopeng,1337,11,yes,PKR,PH,,
495045264192898,Dr. Mohamad Sofee Razak,Dr. Mohamad Sofee Razak,1336,28,,,,,
101561479417084,BN COMMS Lenggong,BN COMMS Lenggong,1329,5,,,,,
103091001499691,Ideal Estate 4 U,Chee Keong Sum,1324,4,no,,,,
102563918896038,Perikatan Nasional for Malaysia,Widanita Shahnaz Bt Mohd Mokhsin,1309,28,,,,,
205423682862251,李偉康 Lee Wai Hong,Lee Wai Hong,1301,5,,,,,
430665967118189,Profesional Istiqamah,Profesional Istiqamah,1301,4,,,,,
2006291752954140,Zuraida Kamaruddin,Megat Abdul Al Hakim Bin M Lokman,1298,13,,,,,
105057232411843,Dr. Zaliha Mustafa,Ubaidillah Harith Shahrin,1291,13,,,,,
104392325821712,Hjh Nor Hashimah,Kamal Azrill Bin Kamarozaman,1287,28,,,,,
101284346112101,Selangorify,ASM Media,1264,19,,,,,
654227084641097,Datuk Dr. Zulkifli Mohamad al-Bakri,Datuk Dr. Zulkifli Mohamad al-Bakri,1264,5,,,,,
103453738140049,Asia Pacific Investment Bank,Asia Pacific Investment Bank,1257,14,,,,,
528262633921715,Pemuda PAS Shah Alam,Pemuda PAS Shah Alam,1255,5,yes,PAS,PN,,
114561353720759,Amir Sabri,Amir Sabri,1252,12,,,,,
102357589367290,Sahabat Armishah DAS,Hairi Bin Salim,1243,11,,,,,
101725349411316,Ahmad Azam Mohamad Salleh,AMANAH,1237,17,yes,AMANAH,PH,,
560429700762980,PAS SHAH ALAM,PAS SHAH ALAM,1236,29,yes,PAS,PN,,
110516644850618,Tuan Guru Zulkifli Ismail,Najah Bahiah Binti Mohd Nasir,1227,15,,,,,
639585376056020,Aiman Athirah Sabu,Aiman Athirah Sabu,1226,8,,,,,
2224008767613870,Dato' Dr. Alias Razak,Dato' Dr. Alias Razak,1209,5,,,,,
269679937239626,Ustaz Mujibur Rahman bin Ishak,Sufiah Binti Muhammad Umran,1208,27,,,,,
324704624607189,Dr. Fakhruldin Mohd Hashim,Parti Amanah Negara,1206,30,,,,,
109978830534400,Dr Dominic Lau Hoe Chai,PGRM,1201,19,,,,,
100601478794003,Bakri Jamaluddin,Najah Bahiah Binti Mohd Nasir,1193,11,,,,,
379739112533525,Abdullah Sani Haji Daud,Abdullah Sani Bin Daud,1189,3,,,,,
104770629104258,Parlimen Tambun P.063,Anna Ozaimudi,1184,8,,,,,
112271548150918,Al Fahana,These ads ran without a disclaimer,1175,1,,,,,
366904924528674,Kamarudin Jaffar,Nik Abdul Qayyum Bin Mohd Muhiden,1172,9,,,,,
1423737014545990,I'm Malaysian 我是马来西亚人,I'm Malaysian 我是马来西亚人,1171,9,,,,,
105274205729426,Mohd Johari Bin Hussain,Salman Bin Mohd Zaki,1169,14,,,,,
104877465504180,Inhome Awning Melaka Branch,These ads ran without a disclaimer,1164,5,,,,,
1723464574592780,Evolusi Hijab,These ads ran without a disclaimer,1135,3,,,,,
171292564033,Hannah Yeoh,Hannah Yeoh,1132,1,,,,,
262044791166,TV3 Malaysia,TV3 Malaysia,1129,6,no,,,,
584759418837598,Mohd Azrudin Datuk Hj Idris,Mohd Azrudin Bin Md Idris,1125,7,,,,,
239569229428097,IKEA,These ads ran without a disclaimer,1122,2,,,,,
1854296828127790,Parti Amanah Negara Parit Buntar,Parti Amanah Negara,1116,23,,,,,
663424353704332,sinarplus,SinarPlus,1115,7,,,,,
195775758651,Lee Chean Chung,PARTI KEADILAN RAKYAT,1110,12,yes,PKR,PH,,
187383355103708,Perikatan Nasional Bukit Chandan,Perikatan Nasional Bukit Chandan,1108,8,,,,,
1601785636742840,Muhammad Faiz Fadzil,Wan Abdul Rahim Bin Wan Ismail,1108,21,,,,,
103117404929533,九鹿小說,These ads ran without a disclaimer,1101,1,,,,,
227967928029420,Pusat Khidmat Rakyat Parlimen Bakri,Tan Thiam Soon,1098,9,,,,,
100251029574040,Hj Lihin P141Sekijang,Norsyahril Bin Kamarudin,1084,18,,,,,
108722695160066,Haji Mohamed Diah,Atiqah Husna,1082,20,,,,,
787248787962089,Pemuda Bukit Gantang,Muhammad Hasrul Bin Abdul Razak,1066,10,,,,,
139480122842692,OLDTOWN White Coffee Malaysia,These ads ran without a disclaimer,1058,1,,,,,
208547779739124,Dr Shah -P023 Rantau Panjang,AMANAH,1054,3,yes,AMANAH,PH,,
103731065885704,Samsudin Mohamad Fauzi,Cloud Pro International Sdn. Bhd.,1031,14,,,,,
110830488505576,Perikatan Nasional Klang,Muhammad Dzahiruddin Nasir,1027,10,,,,,
149767413633,Safety Driving Centre (M) Sdn Bhd,These ads ran without a disclaimer,1026,1,,,,,
100776889434190,RembauKita,Nazrul Iqkhwan Bin Najib,1020,14,,,,,
272243503676007,Ayuh Rembau - Mapan Harapan Muda,Edy Noor Bin Reduan,1011,7,,,,,
255848781926,Tian Chua 蔡添强,Lee Wan Juen,1002,5,,,,,
173935606013378,PahangKu Media,Salman Bin Mohd Zaki,1000,4,,,,,
173145969372908,Kumpulan Jihad Ekonomi,Kumpulan Jihad Ekonomi,1000,7,,,,,
739686663114313,Muaz Abdullah,Muaz Abdullah,995,5,,,,,
231300803661301,Tan Kar Hing,Parti Keadilan Rakyat Gopeng,990,6,yes,PKR,PH,,
401340596873929,The True Net,Yoke Har Ng,985,252,,,,,
140262356142658,Howard Lee 李存孝,Howard Lee 李存孝,979,7,,,,,
104568809135400,Rushdan Rusmi,Masyitah Binti Mohd Shukri,978,7,,,,,
165261770971041,Ustaz Sabri Azit,Ammar Naufal,970,1,,,,,
110562555184651,Dr Wan Ahmad Kamil,Wan Ahmad Kamil Bin Wan Abdullah,969,13,,,,,
318853525554712,Perikatan Nasional Sepang,Perikatan Nasional Sepang,969,10,,,,,
102442246017431,Mersing Kite,Qayyum Zakri,965,15,,,,,
107030705545964,Dr Noraishah Mydin,Mohamad Syafiq Anwar Bin Mohd Saidi,964,91,,,,,
109978685252688,Clarence Ting Ing Horh - P212 Sibu,SUPP Sibu,961,22,,,,,
112512589548367,Bersih dan Stabil : BEST,Malaysia Sejahtera,958,4,,,,,
255848781926,Tian Chua 蔡添强,These ads ran without a disclaimer,958,2,,,,,
100622705467119,Perikatan Nasional Negeri Perlis,Perikatan Nasional Negeri Perlis,956,11,,,,,
103267978062153,Warisan P.172 Kota Kinabalu 民兴党亚庇区部,Hiu Chin Yih,951,40,,,,,
214066990599,Berita Harian Online,These ads ran without a disclaimer,949,1,,,,,
103591018467323,Mazlan Abd Rahman,Mazlan Abd Rahman,946,29,,,,,
165261770971041,Ustaz Sabri Azit,USTAZ SABRI AZIT,943,2,,,,,
149195003923132,Temerloh TV,Muhamad Khalid Bin Tan,942,9,,,,,
101986295751246,Muhamad Khaider Kamil,Muhamad Khaider Kamil,925,13,,,,,
100882136162079,Perikatan Nasional Wilayah Persekutuan,Shahira Fazira Talib,918,12,,,,,
409515969801453,Wong Tze Shiang 黄子祥,Wong Tze Shiang 黄子祥,918,18,,,,,
1780965318893570,Melaka Kini,Melaka Kini,917,11,,,,,
100570712093790,Salamiah Mohd Nor,Aliffakhrullah Bin Roslee,915,12,,,,,
107498875414409,Keadilan Paya Besar,Suhaimi Bin Ibrahim,906,33,,,,,
415705675516694,Ustaz Zakuan-N.09 Tahan -Perikatan Nasional,Ustaz Zakuan-N.09 Tahan -Perikatan Nasional,901,20,,,,,
727311000732682,Parti Amanah Negara Parlimen Larut,AMANAH,900,3,yes,AMANAH,PH,,
112712044978699,Dato Zainal Azman 4 N13 Kuala Sepetang,harapan kuala sepetang,896,21,,,,,
112283828333741,Perikatan Nasional Padang Serai P017,Fairose Yaacob,892,10,,,,,
112394250233084,虎乳至宝,These ads ran without a disclaimer,890,1,no,,,,
109580354569290,砂咪代志 Waddup Sarawak,Radial Marketing Agency,890,12,,,,,
108455834674124,Selangor Represent,These ads ran without a disclaimer,890,8,,,,,
171533269548273,Perlis,Parti Amanah Negara Negeri Perlis,883,11,yes,,,,
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,883,14,,,,,
369244243546,Kementerian Kewangan Malaysia,These ads ran without a disclaimer,878,1,,,,,
1011160672261970,Parti Amanah Negara,OREN TV,876,36,,,,,
104189705841210,Amat Bin Yusof Official,Amat Bin Md Yusof,873,20,,,,,
107564031000716,Nor Azmi Mat Ludin,Nor Azmi Mat Ludin,869,5,,,,,
282831539130120,Andre Lai 黎正興,Lai Chen Heng,865,26,,,,,
100971795192481,NextStep Malaysia,Nextstep Malaysia,864,8,,,,,
102413265498539,Amran Ibrahim,Wan Harisun,844,16,,,,,
103164978195601,Fadzli Kamal,Muhamad Khalid Bin Tan,842,1,,,,,
101268636149794,Fans of Radzi Latif,Khalid Bin Adnan,838,11,,,,,
101246285304601,Mike Chong Yew Chuan - 张佑铨,Mike Chong Yew Chuan - 张佑铨,837,7,,,,,
110088305207034,BN COMMS Putrajaya,These ads ran without a disclaimer,825,3,,,,,
110516644850618,Tuan Guru Zulkifli Ismail,These ads ran without a disclaimer,809,3,,,,,
605387650123655,黄振渊 Wong Ching Yong,黄振渊 Wong Ching Yong,807,5,,,,,
149208308580838,Fuziah Salleh,Keadilan Rakyat,806,18,,,,,
1841296972859980,Ir Dr Muhd Fadhil Nuruddin - Pusat Khidmat DUN Kamunting,Hamzah Bin Muhd Fadhil,805,55,,,,,
101897526071503,Latifah Md Yatim,Parti AMANAH Negara,805,2,,,,,
106566658931457,Marzuani Ardila,Wan Mohd Zairul Nizam Bin Mohd Zaib,804,8,,,,,
751368001735806,Harapan Parlimen Klang,Harapan Parlimen Klang,797,21,,,,,
101737126007726,OUSDY,These ads ran without a disclaimer,796,5,,,,,
104637804225920,NTS Printing,NTS Printing,793,6,,,,,
112263175029588,BN Commss Puchong,Mohd Azlan Bin Ali,791,9,,,,,
109487323962182,林万锋,林万锋,786,10,,,,,
100682875880155,Doctor's Voice,Doctor's Voice,779,4,,,,,
2095357360726230,Friends Of BN,Friends Of BN,778,5,,,,,
112510087040722,Takiyuddin Haji Hassan,Andreputra Bin Bambang,775,7,,,,,
306919993218,Mohd Syahid,Wisdom Creative,771,4,,,,,
111129770301065,Siri Bestnya,Siri Bestnya,767,17,,,,,
131870563493026,OHBULAN!,Rev Media Group,766,4,no,,,,
104671365773597,Rosli Abd Rahman,Ahmad Kamarulnizam Bin Majid,759,2,,,,,
579960068689550,Mohd Shukri Ramli,Mohd Shukri Ramli,757,13,,,,,
771368779728902,DR KARIM Bin Deraman,DR KARIM Bin Deraman,750,20,,,,,
330750857632133,Che'GuBard Original,Ahmad Anwar Asyraf Bin Ismail,745,33,,,,,
179488829335875,CircleDNA,These ads ran without a disclaimer,743,3,,,,,
1692040137540670,TawauKini,Kromium Digital,739,8,,,,,
1933995736914320,Quek Tai Seong 郭大雄,Chong Yien Hou,736,5,,,,,
332368703579842,Syed Ibrahim Syed Noh,Parti Keadilan Rakyat,734,59,yes,PKR,PH,,
595201010634767,Ustaz Yohanis Ahmad,Ustaz Yohanis Ahmad,730,7,,,,,
302710879820503,Junz Wong,Warisan,722,6,,,,,
578782995489049,Wong May Ing,DAP PERAK,721,4,yes,DAP,PH,,
110694081848478,Hj. Ahmad Luqman Ahmad Yahaya,Ahmad Luqman,720,19,,,,,
251826234961316,Raja Kamarul Bahrin Shah,AMANAH,716,6,yes,AMANAH,PH,,
243677776430540,丹斯里 李金友 Tan Sri Lee Kim Yew,Golden Horse Digital Investment Bank,710,3,,,,,
106620067784333,Fadhlina Sidek,Parti Keadilan Rakyat,709,4,yes,PKR,PH,,
184803898816718,Haji Fauzi Abu Bakar,Aliffakhrullah Bin Roslee,708,8,,,,,
107382207626058,R.Yuneswaran,Yuneswaran A/L Ramaraj,708,53,,,,,
525165360893616,Perikatan Nasional Titiwangsa,Muizzuddin Bin Hamid,696,8,,,,,
116228488411898,CIDB Malaysia,Construction Industrial Development Board (CIDB) Malaysia,690,6,,,,,
102000478513355,Nur Sulaiman,Sulaiman An-nuuri,687,8,,,,,
1320892584693030,Hasan Omar-Lanchang Sejahtera,Hasan Omar-Lanchang Sejahtera,677,9,,,,,
113868551523303,Cikgu Man Noh N36 DUN Pengkalan Baharu,Azman Noh,674,18,,,,,
466564170033048,Pergerakan Pemuda UMNO Bahagian Sekijang,Mohd Hidayat Bin Mohd Nor,666,9,,,,,
363894187742828,P141 Parlimen Sekijang Official,Parti Keadilan Rakyat,659,61,yes,PKR,PH,,
232346716925403,Majalah Forex Malaysia,MAJALAH FOREX MALAYSIA,659,9,,,,,
107942835454136,P033 Besut Ustaz Abdul Aziz Haji Abas,AMANAH,659,18,yes,AMANAH,PH,,
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,657,25,,,,,
1423136211324340,南洋商报 Nanyang Siang Pau,These ads ran without a disclaimer,654,2,,,,,
106457262288790,Zulkifli Fattah - Parti Rakyat Malaysia,Ramesh Sevalingam,652,53,,,,,
1176135099088620,Thong Chi Wah - Kepong Commissioner for Oaths,Thong Chi Wah,642,7,,,,,
108761254026335,Wanita Hamil,Evan Mcclarance Gundi Anak Kelvin Renggan,637,16,,,,,
39535177758,Twilio,These ads ran without a disclaimer,636,4,no,,,,
104254692334112,Farhan Gopeng,Mohamed Tasryif Bin Omar,635,21,,,,,
110652309275071,李健聪,PARTI KEADILAN RAKYAT,633,5,yes,PKR,PH,,
101526566105452,BN4 Segambut,Aiman Uzair Bin Mohamed Nazir,632,15,,,,,
469265806572391,Ustaz Nazri bin Ahmad,Khairul Izwan,628,75,,,,,
101792796080324,Alan Oh Perikatan Nasional Bagan,Evo Marketing Sdn Bhd,626,8,,,,,
759075027496624,Syerleena Abdul Rashid,Syerleena Abdul Rashid,626,6,,,,,
282206442550479,Puteri Hang Tuah Jaya,Puteri Hang Tuah Jaya,626,10,,,,,
1530618923841670,The Malaysia Online,The Malaysia Online,625,7,,,,,
101861016072221,Muhammad Danial Abdul Majeed,Ikatan Demokratik Malaysia (Malaysia United Democratic Alliance),624,14,,,,,
479984515703584,SIAH Fishery,These ads ran without a disclaimer,623,2,,,,,
616890721992738,Nik Faizah Nik Othman,Nik Faizah Nik Othman,616,6,,,,,
337799410032578,Zahir Hassan,Mundzir Bin Zahir,609,12,,,,,
103581227696477,KAS Kenyalang,KAS KENYALANG,603,5,,,,,
100805671460411,No.00000,These ads ran without a disclaimer,602,2,,,,,
190448591107687,Fairuz Jamaludin Ledang,Fairuz Edzuan Bin Jamaludin,586,10,,,,,
105179457908224,MediCat Veterinar Dan Surgeri,These ads ran without a disclaimer,582,1,,,,,
170994977963002,Radzi Latif,Radzi Latiff,581,2,,,,,
683300121730939,Cikgu Huda,Cikgu Huda,578,7,,,,,
109800627423572,Ustaz Azmir,Ustaz Azmir,574,11,,,,,
2295922790423510,Shahrul Nasrun,Shahrul Nasrun,574,2,,,,,
262044791166,TV3 Malaysia,These ads ran without a disclaimer,571,6,,,,,
421512061626921,Cha Kee Chin 谢琪清,Wei Yen Wong,567,12,,,,,
100844041862257,Suhaimi Haji Nasir - Page,Suhaimi Haji Nasir - Page,565,8,,,,,
113818274080624,Malaysia Sentinel,Malaysia Sentinel,563,20,,,,,
107970748745205,Penerangan KeAdilan Negeri Sembilan,Edy Noor Bin Reduan,563,7,,,,,
106087238701219,"Daftar / Renew Kad Hijau, Lesen CIDB G1-G7",These ads ran without a disclaimer,560,2,,,,,
340011824765,Rodziah Ismail,Parti Keadilan Rakyat,559,62,yes,PKR,PH,,
409139135945677,BN COMMS Puchong,BN COMMS Puchong,558,14,,,,,
102896525972765,Parlimen P.175 Papar,Portal Mudah,557,5,,,,,
103438025879907,BN Comms Tambun,BN Comms,557,37,,,,,
153786688607396,Ustaz Nurul Amin Hamid,Adnan Bin Yusof,556,4,,,,,
1173992416022990,Wardah Media,Muhamad Fazli Bin Abd Halim,554,1,,,,,
509967712372393,Asrul Aimran Abd Jalil,Asrul Aimran Abd Jalil,553,10,,,,,
108913662010003,Parti Warisan Klang,PARTI WARISAN,549,4,,,,,
107100881554941,吴贵伟,These ads ran without a disclaimer,548,1,,,,,
102621122630588,Nor Azmiza Mamat,Parti Keadilan Rakyat,543,5,yes,PKR,PH,,
106614905499376,Tee Hooi Ling 郑慧玲,These ads ran without a disclaimer,542,5,,,,,
579921238692372,Maria Chin Abdullah,Maria Chin Abdullah,539,11,,,,,
101153759091764,Monkey Stories Malaysia,These ads ran without a disclaimer,538,11,,,,,
748135665373077,Karupaiya Mutusami,Kusyary Bin Che Rus,537,58,,,,,
678811362163260,Ir. Ts. Khairil Nizam,Pejabat Penerangan,535,18,,,,,
1806878996256120,Shatiri Mansor,Kusyary Bin Che Rus,534,62,,,,,
360318124441619,Zamri Yusuf,Parti Keadilan Rakyat,533,58,yes,PKR,PH,,
1893380910908910,Kesavan Subramaniam,Parti Keadilan Rakyat,532,57,yes,PKR,PH,,
108611071319427,hackathonpolitik,Persatuan Pendidikan Diversiti,532,6,,,,,
135664546520463,Penang Institute,Penang Institute,531,8,,,,,
108265462089330,Dato Dr Hj Mohd Johari,Tekie,530,20,,,,,
2185153884869220,Dewan Pemuda PAS Negeri Kedah - DPPNK,Adnan Bin Yusof,527,3,,,,,
107498638733429,Pemuda PAS Johor,Pemuda PAS Johor,526,7,yes,PAS,PN,,
134750209898122,Chang Lih Kang,Parti Keadilan Rakyat,525,56,yes,PKR,PH,,
458743847537771,Dr Azman Ismail Ahli Parlimen Kuala Kedah,Kusyary Bin Che Rus,524,57,,,,,
112512589548367,Bersih dan Stabil : BEST,Muhamad Fazli Bin Abd Halim,521,1,,,,,
524923837546004,Simon Ooi Tze Min,parti keadilan rakyat,519,56,yes,PKR,PH,,
